period,n,bad_rate,lr_auc,gbm_auc
2017Q1,13240.0,0.19720543806646526,0.6762177964299128,0.7005058928588994
2017Q2,34120.0,0.2094079718640094,0.6803768204107813,0.7044015744303586
2017Q3,32962.0,0.20526667071172866,0.6739474748826092,0.7025850895861467
2017Q4,24882.0,0.17916566192428263,0.6579017428101634,0.6978346294975414
