variable,direction,threshold,rule,pct_population_flagged,bad_rate_flagged,bad_rate_overall,uplift_vs_overall_validation,uplift_vs_overall
acc_open_past_24mths,above,11.0,acc_open_past_24mths > 11.0 -> bat buoc Review du score tot,0.04568267366259838,0.25613816063254263,0.19942207520626593,0.06692360857772597,0.05671608542627671
bc_open_to_buy,below,155.0,bc_open_to_buy < 155.0 -> bat buoc Review du score tot,0.03944716930915174,0.2653012048192771,0.19942207520626593,0.05658144487911812,0.06587912961301118
